head_word	match	diphthong?	V1	V2	preV1	postV2
rɨ-á-nui-cɨ	ɨ-á	no	ɨ	á	r	n	
rɨ-á-nui-cɨ	ui	yes	u	i	n	c	
ui-dá-no-te	ui	yes	u	i	#	d	
cúaɨ-te	úa	yes	ú	a	c	ɨ	
cúaɨ-te	aɨ	yes	a	ɨ	ú	t	
tu-quí-de	uí	yes	u	í	q	d	
llai-rá-co	ai	yes	a	i	l	r	
í-co-raɨ	aɨ	yes	a	ɨ	r	#	
be-llá-faɨ	aɨ	yes	a	ɨ	f	#	
bui-tá-de	ui	yes	u	i	b	t	
óo-go-e	óo	yes	ó	o	#	g	
óo-go-e	o-e	no	o	e	g	#	
táɨ-cha-qui	áɨ	yes	á	ɨ	t	c	
táɨ-cha-qui	ui	yes	u	i	q	#	
ɨ-í-ti-ru	ɨ-í	no	ɨ	í	#	t	
ui-lló-fo-ro	ui	yes	u	i	#	l	
á-moi-ɨ	oi	yes	o	i	m	ɨ	
á-moi-ɨ	i-ɨ	no	i	ɨ	o	#	
o-có-zi-nai-lla-bɨ-rɨ	ai	yes	a	i	n	l	
dú-e-mɨ-e	ú-e	no	ú	e	d	m	
dú-e-mɨ-e	ɨ-e	no	ɨ	e	m	#	
jíi	íi	yes	í	i	j	#	
e-í-mo	e-í	no	e	í	#	m	
mu-í-rɨ-ni-te	u-í	no	u	í	m	r	
jí-ɨ	í-ɨ	no	í	ɨ	j	#	
ráɨ-i-rae	áɨ	yes	á	ɨ	r	i	
ráɨ-i-rae	ɨ-i	no	ɨ	i	á	r	
ráɨ-i-rae	ae	yes	a	e	r	#	
jɨ-á-gɨ-ba-ni	ɨ-á	no	ɨ	á	j	g	
fé-cɨ-e	ɨ-e	no	ɨ	e	c	#	
co-mái-bɨ	ái	yes	á	i	m	b	
í-zo-ra-o	a-o	no	a	o	r	#	
i-llé-tu-e	u-e	no	u	e	t	#	
faɨ-rí-o-te	aɨ	yes	a	ɨ	f	r	
faɨ-rí-o-te	í-o	no	í	o	r	t	
co-muí-lla	uí	yes	u	í	m	l	
tóɨ-nɨ-a	óɨ	yes	ó	ɨ	t	n	
tóɨ-nɨ-a	ɨ-a	no	ɨ	a	n	#	
dáa-de	áa	yes	á	a	d	d	
ñú-e-ma	ú-e	no	ú	e	ñ	m	
paquetes	ue	yes	u	e	q	t	
jí-ru-e-bɨ	u-e	no	u	e	r	b	
lla-cúe-ma	úe	yes	ú	e	c	m	
cue-rá-do-zi	ue	yes	u	e	c	r	
úi-gɨ-nɨ	úi	yes	ú	i	#	g	
já-fui-lloi-cɨ	ui	yes	u	i	f	l	
já-fui-lloi-cɨ	oi	yes	o	i	l	c	
úi-ca-de	úi	yes	ú	i	#	c	
rí̵-ai-te	í̵-a	no	í̵	a	r	i	
rí̵-ai-te	ai	yes	a	i	í̵	t	
du-é-tɨ-rɨ	u-é	no	u	é	d	t	
u-ái-do-te	u-á	no	u	á	#	i	
u-ái-do-te	ái	yes	á	i	u	d	
i-lláɨ-ɨe	áɨ	yes	á	ɨ	l	ɨ	
i-lláɨ-ɨe	ɨ-ɨ	no	ɨ	ɨ	á	e	
i-lláɨ-ɨe	ɨe	yes	ɨ	e	ɨ	#	
e-rói-ra-fo	ói	yes	ó	i	r	r	
u-ái-ni-de	u-á	no	u	á	#	i	
u-ái-ni-de	ái	yes	á	i	u	n	
bái-e	ái	yes	á	i	b	e	
bái-e	i-e	no	i	e	á	#	
cúi-a-na	úi	yes	ú	i	c	a	
cúi-a-na	i-a	no	i	a	ú	n	
i-zí-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
ra-tí-roɨ	oɨ	yes	o	ɨ	r	#	
re-í̵-go-raɨ	e-í̵	no	e	í̵	r	g	
re-í̵-go-raɨ	aɨ	yes	a	ɨ	r	#	
me-rí̵-dai-te	ai	yes	a	i	d	t	
chíi-ma	íi	yes	í	i	h	m	
ráɨ-co-tai-te	áɨ	yes	á	ɨ	r	c	
ráɨ-co-tai-te	ai	yes	a	i	t	t	
bí̵-jɨ-zai-de	ai	yes	a	i	z	d	
faɨ-ró-cai-bai-ro	aɨ	yes	a	ɨ	f	r	
faɨ-ró-cai-bai-ro	ai	yes	a	i	c	b	
faɨ-ró-cai-bai-ro	ai	yes	a	i	b	r	
jí̵-llaɨ	aɨ	yes	a	ɨ	l	#	
ca-ú-ro-fe	a-ú	no	a	ú	c	r	
zái-coɨ-de	ái	yes	á	i	z	c	
zái-coɨ-de	oɨ	yes	o	ɨ	c	d	
e-gái-raɨ-ma	ái	yes	á	i	g	r	
e-gái-raɨ-ma	aɨ	yes	a	ɨ	r	m	
fai-dó-de	ai	yes	a	i	f	d	
ji-duí-de	uí	yes	u	í	d	d	
llíi-e	íi	yes	í	i	l	e	
llíi-e	i-e	no	i	e	í	#	
tu-ní-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
í̵-coɨ-ri	oɨ	yes	o	ɨ	c	r	
cái-cɨ-llɨ	ái	yes	á	i	c	c	
ɨ-fó-cai-fe	ai	yes	a	i	c	f	
lló-e-o	ó-e	no	ó	e	l	o	
lló-e-o	e-o	no	e	o	ó	#	
cai-llí̵-de	ai	yes	a	i	c	l	
ɨ-é-ni-de	ɨ-é	no	ɨ	é	#	n	
dú-i-raɨ	ú-i	no	ú	i	d	r	
dú-i-raɨ	aɨ	yes	a	ɨ	r	#	
tú-a	ú-a	no	ú	a	t	#	
cáɨ-ma-ma	áɨ	yes	á	ɨ	c	m	
nɨ-báɨ-ni-de	áɨ	yes	á	ɨ	b	n	
jaɨ-ná-da-te	aɨ	yes	a	ɨ	j	n	
ñá-gɨ-dai-te	ai	yes	a	i	d	t	
rí̵ɨ-gai-ro-de	í̵ɨ	yes	í̵	ɨ	r	g	
rí̵ɨ-gai-ro-de	ai	yes	a	i	g	r	
fúu-no-te	úu	yes	ú	u	f	n	
u-dú-goɨ	oɨ	yes	o	ɨ	g	#	
jé-nui-tai-de	ui	yes	u	i	n	t	
jé-nui-tai-de	ai	yes	a	i	t	d	
llo-é-fai	o-é	no	o	é	l	f	
llo-é-fai	ai	yes	a	i	f	#	
tí̵-dɨ-cai-de	ai	yes	a	i	c	d	
jé-ri-e	i-e	no	i	e	r	#	
ui-gó-re-de	ui	yes	u	i	#	g	
me-í-fo	e-í	no	e	í	m	f	
jaɨ-nó-ra-o	aɨ	yes	a	ɨ	j	n	
jaɨ-nó-ra-o	a-o	no	a	o	r	#	
zai-dó-de	ai	yes	a	i	z	d	
táɨ-ngo	áɨ	yes	á	ɨ	t	n	
llée-roi	ée	yes	é	e	l	r	
llée-roi	oi	yes	o	i	r	#	
zɨ-cí̵-caɨ	aɨ	yes	a	ɨ	c	#	
ai-zí̵-o-ca-bi-te	ai	yes	a	i	#	z	
ai-zí̵-o-ca-bi-te	í̵-o	no	í̵	o	z	c	
o-bí-raɨ	aɨ	yes	a	ɨ	r	#	
jó-bi-a-ba-ni	i-a	no	i	a	b	b	
dá-mɨ-e-de	ɨ-e	no	ɨ	e	m	d	
méi-ta	éi	yes	é	i	m	t	
ja-cí̵-nai-ta-de	ai	yes	a	i	n	t	
u-cú-rai	ai	yes	a	i	r	#	
dáa-ri-e	áa	yes	á	a	d	r	
dáa-ri-e	i-e	no	i	e	r	#	
na-í-lla-ru-i	a-í	no	a	í	n	l	
na-í-lla-ru-i	u-i	no	u	i	r	#	
tɨ-dá-di-ai-llɨ-noɨ	i-a	no	i	a	d	i	
tɨ-dá-di-ai-llɨ-noɨ	ai	yes	a	i	i	l	
tɨ-dá-di-ai-llɨ-noɨ	oɨ	yes	o	ɨ	n	#	
záɨ-de	áɨ	yes	á	ɨ	z	d	
dúi-co	úi	yes	ú	i	d	c	
jái-de	ái	yes	á	i	j	d	
ja-í̵-cɨ-na	a-í̵	no	a	í̵	j	c	
daɨ-dó-de	aɨ	yes	a	ɨ	d	d	
zí̵-i-da	í̵-i	no	í̵	i	z	d	
fóo-i-be	óo	yes	ó	o	f	i	
fóo-i-be	o-i	no	o	i	ó	b	
ñe-cí̵-u-ri	í̵-u	no	í̵	u	c	r	
ji-mó-go-raɨ	aɨ	yes	a	ɨ	r	#	
ái-ca-ni-be	ái	yes	á	i	#	c	
jáɨ-taɨ-cɨ-ru-ngo	áɨ	yes	á	ɨ	j	t	
jáɨ-taɨ-cɨ-ru-ngo	aɨ	yes	a	ɨ	t	c	
é-cui-ro-co	ui	yes	u	i	c	r	
jí-ɨ-lle	í-ɨ	no	í	ɨ	j	l	
lláɨ-foi-de	áɨ	yes	á	ɨ	l	f	
lláɨ-foi-de	oi	yes	o	i	f	d	
zí-ri-o	i-o	no	i	o	r	#	
jí̵-e	í̵-e	no	í̵	e	j	#	
í̵ɨ-du	í̵ɨ	yes	í̵	ɨ	#	d	
ze-rí-bi-cai-de	ai	yes	a	i	c	d	
cui-á-zi	ui	yes	u	i	c	á	
cui-á-zi	i-á	no	i	á	u	z	
ní̵ɨ-mɨ-e-de	í̵ɨ	yes	í̵	ɨ	n	m	
ní̵ɨ-mɨ-e-de	ɨ-e	no	ɨ	e	m	d	
júu-tu-ra-gɨ	úu	yes	ú	u	j	t	
á-rui-co-ngo	ui	yes	u	i	r	c	
í̵ɨ-de	í̵ɨ	yes	í̵	ɨ	#	d	
cí̵ɨ-de	í̵ɨ	yes	í̵	ɨ	c	d	
rui-zái-de	ui	yes	u	i	r	z	
rui-zái-de	ái	yes	á	i	z	d	
jaɨ-á-be	aɨ	yes	a	ɨ	j	á	
jaɨ-á-be	ɨ-á	no	ɨ	á	a	b	
ní̵ɨ-mɨ-e	í̵ɨ	yes	í̵	ɨ	n	m	
ní̵ɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
daɨ-dé-go-rɨ	aɨ	yes	a	ɨ	d	d	
jóo-i-ji	óo	yes	ó	o	j	i	
jóo-i-ji	o-i	no	o	i	ó	j	
bo-ruí-ño	uí	yes	u	í	r	ñ	
á-mui-llɨ-cɨ	ui	yes	u	i	m	l	
a-ná-fe-llai-cɨ	ai	yes	a	i	l	c	
fúi	úi	yes	ú	i	f	#	
ui-dó-zi-de	ui	yes	u	i	#	d	
ái-ji-cai-ñe-dɨ-roi	ái	yes	á	i	#	j	
ái-ji-cai-ñe-dɨ-roi	ai	yes	a	i	c	ñ	
ái-ji-cai-ñe-dɨ-roi	oi	yes	o	i	r	#	
ɨ-ráɨ-zi-zai-de	áɨ	yes	á	ɨ	r	z	
ɨ-ráɨ-zi-zai-de	ai	yes	a	i	z	d	
jú-bi-e	i-e	no	i	e	b	#	
cúa-coɨ-de	úa	yes	ú	a	c	c	
cúa-coɨ-de	oɨ	yes	o	ɨ	c	d	
llí̵ɨ-no-raɨ-ni-ga	í̵ɨ	yes	í̵	ɨ	l	n	
llí̵ɨ-no-raɨ-ni-ga	aɨ	yes	a	ɨ	r	n	
í-ai-llɨ-noɨ	í-a	no	í	a	#	i	
í-ai-llɨ-noɨ	ai	yes	a	i	í	l	
í-ai-llɨ-noɨ	oɨ	yes	o	ɨ	n	#	
bóo-de	óo	yes	ó	o	b	d	
ju-zí-roi	oi	yes	o	i	r	#	
áɨ-foi	áɨ	yes	á	ɨ	#	f	
áɨ-foi	oi	yes	o	i	f	#	
llo-gá-bai-cai-de	ai	yes	a	i	b	c	
llo-gá-bai-cai-de	ai	yes	a	i	c	d	
ji-é-rui-te	i-é	no	i	é	j	r	
ji-é-rui-te	ui	yes	u	i	r	t	
qué-re-de	ué	yes	u	é	q	r	
cúi-rɨ-de	úi	yes	ú	i	c	r	
llu-á-cɨ	u-á	no	u	á	l	c	
a-güí-rai	ai	yes	a	i	r	#	
ɨ-fó-co-raɨ	aɨ	yes	a	ɨ	r	#	
fui-rí-re-dɨ-no	ui	yes	u	i	f	r	
já-ji-cai-de	ai	yes	a	i	c	d	
úi-rai-co-jɨ	úi	yes	ú	i	#	r	
úi-rai-co-jɨ	ai	yes	a	i	r	c	
fɨ-mái-de	ái	yes	á	i	m	d	
zé-foɨ	oɨ	yes	o	ɨ	f	#	
í-cai-ro	ai	yes	a	i	c	r	
u-ái-mo	u-á	no	u	á	#	i	
u-ái-mo	ái	yes	á	i	u	m	
e-tú-gaɨ-de	aɨ	yes	a	ɨ	g	d	
zí-rai	ai	yes	a	i	r	#	
náa-ma-de	áa	yes	á	a	n	m	
júi-a-o	úi	yes	ú	i	j	a	
júi-a-o	i-a	no	i	a	ú	o	
júi-a-o	a-o	no	a	o	i	#	
fúe-no-cai-de	úe	yes	ú	e	f	n	
fúe-no-cai-de	ai	yes	a	i	c	d	
ñéi-cai	éi	yes	é	i	ñ	c	
ñéi-cai	ai	yes	a	i	c	#	
bí̵-i-fɨ-re-de	í̵-i	no	í̵	i	b	f	
jú-bi-e-ri	i-e	no	i	e	b	r	
ñui-ró-de	ui	yes	u	i	ñ	r	
zɨ-cuí-ra	uí	yes	u	í	c	r	
mi-ú-cɨ	i-ú	no	i	ú	m	c	
ñí̵ɨ-re-de	í̵ɨ	yes	í̵	ɨ	ñ	r	
jí-llo-ta-raɨ-ma	aɨ	yes	a	ɨ	r	m	
gaɨ-rí-re-de	aɨ	yes	a	ɨ	g	r	
rí-a	í-a	no	í	a	r	#	
zai-rí-de	ai	yes	a	i	z	r	
fúe-do	úe	yes	ú	e	f	d	
ca-cá-dɨ-e-dɨ-mɨ-e	ɨ-e	no	ɨ	e	d	d	
ca-cá-dɨ-e-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
náa-co	áa	yes	á	a	n	c	
cui-pé-be	ui	yes	u	i	c	p	
a-gái-de	ái	yes	á	i	g	d	
i-cuí-ro	uí	yes	u	í	c	r	
llá-ve-ro-i	o-i	no	o	i	r	#	
jí-tai-ga-ngo	ai	yes	a	i	t	g	
i-záɨ-bi-te	áɨ	yes	á	ɨ	z	b	
ñée-mo	ée	yes	é	e	ñ	m	
zo-gái-llɨ-cɨ	ái	yes	á	i	g	l	
o-nó-cai-ro	ai	yes	a	i	c	r	
táɨ-de-ru	áɨ	yes	á	ɨ	t	d	
no-fáɨ-ngo	áɨ	yes	á	ɨ	f	n	
fe-ráɨ-caɨ	áɨ	yes	á	ɨ	r	c	
fe-ráɨ-caɨ	aɨ	yes	a	ɨ	c	#	
jí-do-nɨ-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
dɨ-ó-cɨ	ɨ-ó	no	ɨ	ó	d	c	
ái-llo	ái	yes	á	i	#	l	
fóo-i-llɨ	óo	yes	ó	o	f	i	
fóo-i-llɨ	o-i	no	o	i	ó	l	
rai-ñó-de	ai	yes	a	i	r	ñ	
gú-gu-cai-de	ai	yes	a	i	c	d	
u-áɨ-ri-ngo	u-á	no	u	á	#	ɨ	
u-áɨ-ri-ngo	áɨ	yes	á	ɨ	u	r	
ui-lló-co-ma	ui	yes	u	i	#	l	
ná-mɨ-e	ɨ-e	no	ɨ	e	m	#	
llo-é-co	o-é	no	o	é	l	c	
zúi-rɨ	úi	yes	ú	i	z	r	
je-llí-a-ca-de	í-a	no	í	a	l	c	
ré-nai	ai	yes	a	i	n	#	
fɨ-ruí-dɨ-rui	uí	yes	u	í	r	d	
fɨ-ruí-dɨ-rui	ui	yes	u	i	r	#	
u-í-re	u-í	no	u	í	#	r	
cúe-rei-de	úe	yes	ú	e	c	r	
cúe-rei-de	ei	yes	e	i	r	d	
ui-bí-de	ui	yes	u	i	#	b	
é-bui	ui	yes	u	i	b	#	
dúi-ze-cɨ-jɨ	úi	yes	ú	i	d	z	
gúaɨ-cɨ	úa	yes	ú	a	g	ɨ	
gúaɨ-cɨ	aɨ	yes	a	ɨ	ú	c	
ze-ruí-de	uí	yes	u	í	r	d	
í-oɨ-de	í-o	no	í	o	#	ɨ	
í-oɨ-de	oɨ	yes	o	ɨ	í	d	
je-tá-ri-raɨ-mɨ-e	aɨ	yes	a	ɨ	r	m	
je-tá-ri-raɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
dá-o-fe-ri-ze	á-o	no	á	o	d	f	
lláɨ-ño	áɨ	yes	á	ɨ	l	ñ	
tá-ɨ-ngo	á-ɨ	no	á	ɨ	t	n	
dúi-ño-de	úi	yes	ú	i	d	ñ	
jaɨ-llí̵-cho-ma	aɨ	yes	a	ɨ	j	l	
dáa-fe-ru-i	áa	yes	á	a	d	f	
dáa-fe-ru-i	u-i	no	u	i	r	#	
gá-i-moɨ	á-i	no	á	i	g	m	
gá-i-moɨ	oɨ	yes	o	ɨ	m	#	
fí-o-do	í-o	no	í	o	f	d	
rɨ-í-rui-te	ɨ-í	no	ɨ	í	r	r	
rɨ-í-rui-te	ui	yes	u	i	r	t	
ɨ-ái-lla	ɨ-á	no	ɨ	á	#	i	
ɨ-ái-lla	ái	yes	á	i	ɨ	l	
a-rí-rai	ai	yes	a	i	r	#	
llɨ-cí̵-zi-llaɨ	aɨ	yes	a	ɨ	l	#	
qui-llí-de	ui	yes	u	i	q	l	
ó-fe-goɨ-mui	oɨ	yes	o	ɨ	g	m	
ó-fe-goɨ-mui	ui	yes	u	i	m	#	
í̵-vi-ta-ñe-na-fue	ue	yes	u	e	f	#	
da-rui-á-ma-ni	ui	yes	u	i	r	á	
da-rui-á-ma-ni	i-á	no	i	á	u	m	
cue-zíi-na	ue	yes	u	e	c	z	
cue-zíi-na	íi	yes	í	i	z	n	
báɨ-fe-ne	áɨ	yes	á	ɨ	b	f	
í-a-dɨ	í-a	no	í	a	#	d	
fé-i-rai-te	é-i	no	é	i	f	r	
fé-i-rai-te	ai	yes	a	i	r	t	
rɨ-ngó-cue-ma	ue	yes	u	e	c	m	
éi-ia	éi	yes	é	i	#	i	
éi-ia	i-i	no	i	i	é	a	
éi-ia	ia	yes	i	a	i	#	
júi-fi-de	úi	yes	ú	i	j	f	
ɨ-bái-ra-fo	ái	yes	á	i	b	r	
o-cuí-de	uí	yes	u	í	c	d	
cu-áɨ-ru	u-á	no	u	á	c	ɨ	
cu-áɨ-ru	áɨ	yes	á	ɨ	u	r	
dú-cɨ-a	ɨ-a	no	ɨ	a	c	#	
dí̵-u-e-nɨ	í̵-u	no	í̵	u	d	e	
dí̵-u-e-nɨ	u-e	no	u	e	í̵	n	
jó-rai	ai	yes	a	i	r	#	
í-e-ɨe	í-e	no	í	e	#	ɨ	
í-e-ɨe	e-ɨ	no	e	ɨ	í	e	
í-e-ɨe	ɨe	yes	ɨ	e	e	#	
múi-ru-a	úi	yes	ú	i	m	r	
múi-ru-a	u-a	no	u	a	r	#	
jée-cɨ	ée	yes	é	e	j	c	
bo-fái-zaɨ	ái	yes	á	i	f	z	
bo-fái-zaɨ	aɨ	yes	a	ɨ	z	#	
có-co-ɨe	o-ɨ	no	o	ɨ	c	e	
có-co-ɨe	ɨe	yes	ɨ	e	o	#	
tɨ-é-faɨ-i-zai-de	ɨ-é	no	ɨ	é	t	f	
tɨ-é-faɨ-i-zai-de	aɨ	yes	a	ɨ	f	i	
tɨ-é-faɨ-i-zai-de	ɨ-i	no	ɨ	i	a	z	
tɨ-é-faɨ-i-zai-de	ai	yes	a	i	z	d	
jí-ɨ-co	í-ɨ	no	í	ɨ	j	c	
ri-á-jɨ	i-á	no	i	á	r	j	
jí-ɨ-zi-e	í-ɨ	no	í	ɨ	j	z	
jí-ɨ-zi-e	i-e	no	i	e	z	#	
o-cuí-raɨ-ma	uí	yes	u	í	c	r	
o-cuí-raɨ-ma	aɨ	yes	a	ɨ	r	m	
i-zí-rui-te	ui	yes	u	i	r	t	
me-ní-oi-de	í-o	no	í	o	n	i	
me-ní-oi-de	oi	yes	o	i	í	d	
éɨ-aɨ-de	éɨ	yes	é	ɨ	#	a	
éɨ-aɨ-de	ɨ-a	no	ɨ	a	é	ɨ	
éɨ-aɨ-de	aɨ	yes	a	ɨ	ɨ	d	
fe-ré-jai-ño	ai	yes	a	i	j	ñ	
ra-í-ra-ɨe-de	a-í	no	a	í	r	r	
ra-í-ra-ɨe-de	a-ɨ	no	a	ɨ	r	e	
ra-í-ra-ɨe-de	ɨe	yes	ɨ	e	a	d	
o-ní-ne-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
u-í-moɨ-o	u-í	no	u	í	#	m	
u-í-moɨ-o	oɨ	yes	o	ɨ	m	o	
u-í-moɨ-o	ɨ-o	no	ɨ	o	o	#	
llíi-co-ngo	íi	yes	í	i	l	c	
ui-bí-rai	ui	yes	u	i	#	b	
ui-bí-rai	ai	yes	a	i	r	#	
í-doɨ	oɨ	yes	o	ɨ	d	#	
jí-zi-raɨ-de	aɨ	yes	a	ɨ	r	d	
ée-fo	ée	yes	é	e	#	f	
o-cái-naɨ-aɨ	ái	yes	á	i	c	n	
o-cái-naɨ-aɨ	aɨ	yes	a	ɨ	n	a	
o-cái-naɨ-aɨ	ɨ-a	no	ɨ	a	a	ɨ	
o-cái-naɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
máa-jai-ño	áa	yes	á	a	m	j	
máa-jai-ño	ai	yes	a	i	j	ñ	
fa-có-raɨ-ma	aɨ	yes	a	ɨ	r	m	
táɨ-cɨ-zi	áɨ	yes	á	ɨ	t	c	
jí̵ɨ-ra	í̵ɨ	yes	í̵	ɨ	j	r	
fɨ-é-ni-ru-i-de	ɨ-é	no	ɨ	é	f	n	
fɨ-é-ni-ru-i-de	u-i	no	u	i	r	d	
já-fai-cɨ-te	ai	yes	a	i	f	c	
o-ruí-de	uí	yes	u	í	r	d	
zó-cai-bai	ai	yes	a	i	c	b	
zó-cai-bai	ai	yes	a	i	b	#	
i-ráɨ-rui-de	áɨ	yes	á	ɨ	r	r	
i-ráɨ-rui-de	ui	yes	u	i	r	d	
dá-jɨ-ri-e	i-e	no	i	e	r	#	
dá-cai-ro	ai	yes	a	i	c	r	
lloi-ró-ri-de	oi	yes	o	i	l	r	
ɨ-í-cɨ-ngo	ɨ-í	no	ɨ	í	#	c	
cɨ-rái-cui-foɨ	ái	yes	á	i	r	c	
cɨ-rái-cui-foɨ	ui	yes	u	i	c	f	
cɨ-rái-cui-foɨ	oɨ	yes	o	ɨ	f	#	
zí-rɨ-cue	ue	yes	u	e	c	#	
ui-llí̵-re-de	ui	yes	u	i	#	l	
ɨ-í-za	ɨ-í	no	ɨ	í	#	z	
i-gí̵-roɨ-te	oɨ	yes	o	ɨ	r	t	
tí̵-i-zai-de	í̵-i	no	í̵	i	t	z	
tí̵-i-zai-de	ai	yes	a	i	z	d	
tɨ-é-de	ɨ-é	no	ɨ	é	t	d	
má-u	á-u	no	á	u	m	#	
cái-de	ái	yes	á	i	c	d	
zóo-fe-te	óo	yes	ó	o	z	f	
í-a-gɨ-ma	í-a	no	í	a	#	g	
mói-zo-co	ói	yes	ó	i	m	z	
tí̵-i-e	í̵-i	no	í̵	i	t	e	
tí̵-i-e	i-e	no	i	e	í̵	#	
zú-ai-fue-do-te	ú-a	no	ú	a	z	i	
zú-ai-fue-do-te	ai	yes	a	i	ú	f	
zú-ai-fue-do-te	ue	yes	u	e	f	d	
du-é-fue	u-é	no	u	é	d	f	
du-é-fue	ue	yes	u	e	f	#	
i-zó-nɨ-mai-do	ai	yes	a	i	m	d	
co-muí-de	uí	yes	u	í	m	d	
dá-na-ri-e	i-e	no	i	e	r	#	
ai-ñó-de	ai	yes	a	i	#	ñ	
úi-bo-ro-da	úi	yes	ú	i	#	b	
u-zí-a-ca-de	í-a	no	í	a	z	c	
lle-é-cui-fo	e-é	no	e	é	l	c	
lle-é-cui-fo	ui	yes	u	i	c	f	
íi-raɨ-rui	íi	yes	í	i	#	r	
íi-raɨ-rui	aɨ	yes	a	ɨ	r	r	
íi-raɨ-rui	ui	yes	u	i	r	#	
cú-maɨ-gɨ	aɨ	yes	a	ɨ	m	g	
rí̵-lle-nɨ-aɨ	ɨ-a	no	ɨ	a	n	ɨ	
rí̵-lle-nɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
co-mái-ña	ái	yes	á	i	m	ñ	
áɨ-do-be-gɨ	áɨ	yes	á	ɨ	#	d	
cui-ñó-de	ui	yes	u	i	c	ñ	
cui-ñó-do	ui	yes	u	i	c	ñ	
fá-i-cɨ	á-i	no	á	i	f	c	
naɨ-rí-ta-te	aɨ	yes	a	ɨ	n	r	
jí̵-ɨe	í̵-ɨ	no	í̵	ɨ	j	e	
jí̵-ɨe	ɨe	yes	ɨ	e	í̵	#	
nó-nui-aɨ	ui	yes	u	i	n	a	
nó-nui-aɨ	i-a	no	i	a	u	ɨ	
nó-nui-aɨ	aɨ	yes	a	ɨ	i	#	
náɨ-jɨ-de	áɨ	yes	á	ɨ	n	j	
ná-no-ra-ru-i	u-i	no	u	i	r	#	
mó-cɨ-aɨ	ɨ-a	no	ɨ	a	c	ɨ	
mó-cɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
u-ái	u-á	no	u	á	#	i	
u-ái	ái	yes	á	i	u	#	
i-llái-jɨ	ái	yes	á	i	l	j	
tui-rá-co	ui	yes	u	i	t	r	
jo-fó-raɨ	aɨ	yes	a	ɨ	r	#	
jí̵-fi-aɨ	i-a	no	i	a	f	ɨ	
jí̵-fi-aɨ	aɨ	yes	a	ɨ	i	#	
zui-dú-gu-tai-de	ui	yes	u	i	z	d	
zui-dú-gu-tai-de	ai	yes	a	i	t	d	
cí̵-rɨ-e	ɨ-e	no	ɨ	e	r	#	
mí̵-i-llɨ	í̵-i	no	í̵	i	m	l	
éɨ-llɨ-cɨ	éɨ	yes	é	ɨ	#	l	
cí̵-rɨ-o	ɨ-o	no	ɨ	o	r	#	
fóo-i-cu-tu	óo	yes	ó	o	f	i	
fóo-i-cu-tu	o-i	no	o	i	ó	c	
jaɨ-í-de	aɨ	yes	a	ɨ	j	í	
jaɨ-í-de	ɨ-í	no	ɨ	í	a	d	
ɨ-mé-rai-aɨ	ai	yes	a	i	r	a	
ɨ-mé-rai-aɨ	i-a	no	i	a	a	ɨ	
ɨ-mé-rai-aɨ	aɨ	yes	a	ɨ	i	#	
chi-pé-noi-za	oi	yes	o	i	n	z	
í-e-mo	í-e	no	í	e	#	m	
ji-mó-rai	ai	yes	a	i	r	#	
gí̵ɨ-ri-te	í̵ɨ	yes	í̵	ɨ	g	r	
i-lláɨ-ma-de	áɨ	yes	á	ɨ	l	m	
lláɨ-ga	áɨ	yes	á	ɨ	l	g	
du-é-fue-ri-te	u-é	no	u	é	d	f	
du-é-fue-ri-te	ue	yes	u	e	f	r	
ñú-e-fue	ú-e	no	ú	e	ñ	f	
ñú-e-fue	ue	yes	u	e	f	#	
ui-ñó-de	ui	yes	u	i	#	ñ	
lle-cáɨ-i-de	áɨ	yes	á	ɨ	c	i	
lle-cáɨ-i-de	ɨ-i	no	ɨ	i	á	d	
ji-áɨ-bi-cai-de	i-á	no	i	á	j	ɨ	
ji-áɨ-bi-cai-de	áɨ	yes	á	ɨ	i	b	
ji-áɨ-bi-cai-de	ai	yes	a	i	c	d	
fíi-ca-da-de	íi	yes	í	i	f	c	
gáɨ-te	áɨ	yes	á	ɨ	g	t	
llíi-de	íi	yes	í	i	l	d	
dáa-ngo	áa	yes	á	a	d	n	
ji-mé-cui-ro	ui	yes	u	i	c	r	
mú-lli-a	i-a	no	i	a	l	#	
gúa-te	úa	yes	ú	a	g	t	
chó-i-ji	ó-i	no	ó	i	h	j	
í̵-a	í̵-a	no	í̵	a	#	#	
fe-rái-do	ái	yes	á	i	r	d	
ée-zi-co	ée	yes	é	e	#	z	
ɨ-áɨ-e	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-e	áɨ	yes	á	ɨ	ɨ	e	
ɨ-áɨ-e	ɨ-e	no	ɨ	e	á	#	
ja-cí̵-rui-te	ui	yes	u	i	r	t	
que-ní-re-de	ue	yes	u	e	q	n	
mée-me-co	ée	yes	é	e	m	m	
